name,industry,market_value,ROE_avg,asset_liability_avg,shareholder_capacity,management_capacity,topsis_score,topsis_score_percentage,rank
华兰股份,医疗器械,44.57,22.7,27.02,5.8,7.8,36.24,36.33,55
万东医疗,医疗器械,139.21,7.75,14.49,5.8,7.8,34.76,34.51,78
联影医疗,医疗器械,1125.8,14.78,55.04,5.2,9.8,45.67,47.99,3
普门科技,医疗器械,84.66,14.94,15.07,0.8,7.0,35.47,35.38,66
安杰思,医疗器械,59.91,37.06,20.08,4.6,5.2,38.73,39.41,22
迈瑞医疗,医疗器械,3571.25,33.53,29.61,5.8,8.6,87.76,100.0,1
天益医疗,医疗器械,26.25,19.16,34.06,7.0,6.8,35.29,35.16,71
倍益康,医疗器械,8.21,46.22,29.67,5.2,6.4,39.54,40.41,16
康德莱,医疗器械,47.23,13.0,30.78,7.6,6.8,34.47,34.15,83
天臣医疗,医疗器械,17.77,21.57,11.95,1.2,5.0,36.2,36.28,58
康众医疗,医疗器械,16.54,-0.6,6.2,1.8,6.8,32.72,31.99,103
奕瑞科技,医疗器械,254.67,20.85,25.33,2.2,8.0,37.43,37.81,32
五洲医疗,医疗器械,20.67,29.03,39.61,4.4,6.8,36.68,36.88,46
安图生物,医疗器械,309.67,23.79,25.49,8.8,9.2,38.64,39.3,23
伟思医疗,医疗器械,40.88,24.72,19.49,5.8,6.4,36.74,36.95,44
爱威科技,医疗器械,14.89,12.12,15.46,4.0,6.0,34.54,34.24,81
新华医疗,医疗器械,124.66,10.27,58.77,9.4,8.6,33.87,33.4,92
南微医学,医疗器械,144.53,18.18,19.17,1.2,9.8,36.44,36.58,50
赛诺医疗,医疗器械,36.7,-1.02,12.91,4.6,5.2,32.45,31.65,107
天智航-U,医疗器械,68.89,-6.35,15.44,2.8,9.4,31.71,30.74,114
心脉医疗,医疗器械,121.99,27.79,12.71,8.8,7.4,38.16,38.7,25
爱博医疗,医疗器械,190.97,9.93,9.23,4.6,7.6,35.7,35.67,62
美好医疗,医疗器械,161.85,27.73,17.12,4.0,6.4,38.11,38.64,26
拱东医疗,医疗器械,62.36,28.2,19.13,5.8,6.6,37.46,37.84,31
祥生医疗,医疗器械,44.96,21.29,16.08,0.8,4.2,36.15,36.22,59
春立医疗,医疗器械,89.83,23.6,24.94,5.8,7.4,36.74,36.95,43
赛科希德,医疗器械,35.61,15.94,9.16,4.6,7.2,35.64,35.59,64
微电生理-U,医疗器械,79.48,-2.08,19.61,4.4,6.6,32.25,31.41,108
辰光医疗,医疗器械,7.41,5.89,40.82,5.2,6.2,32.5,31.72,105
睿智医药,医疗服务,47.33,3.23,40.79,5.2,6.2,57.43,58.25,31
诺思格,医疗服务,53.09,29.75,36.31,6.4,8.6,59.05,60.06,13
阳光诺和,医疗服务,68.31,34.78,49.52,6.4,6.4,59.0,60.01,14
康龙化成,医疗服务,536.02,15.38,37.75,1.8,6.8,63.92,65.53,5
诚达药业,医疗服务,42.16,15.93,22.57,4.0,6.8,58.35,59.28,23
凯莱英,医疗服务,489.94,19.32,17.43,8.2,8.2,64.29,65.95,4
药明康德,医疗服务,2287.01,16.43,29.36,6.4,8.4,94.6,100.0,1
和元生物,医疗服务,72.25,-7.46,31.74,5.2,9.2,57.54,58.37,29
美迪西,医疗服务,116.04,18.25,22.26,1.6,6.0,59.1,60.12,12
泰格医药,医疗服务,601.01,17.46,18.96,7.0,7.2,65.63,67.45,3
成都先导,医疗服务,62.67,15.23,21.9,1.6,8.8,58.58,59.53,20
金域医学,医疗服务,328.84,32.68,42.94,2.2,5.8,61.81,63.17,7
百诚医药,医疗服务,68.82,20.94,32.21,5.2,7.0,58.76,59.74,18
昭衍新药,医疗服务,211.99,19.54,32.65,1.8,6.8,60.13,61.27,9
博济医药,医疗服务,34.53,3.38,29.75,5.8,8.0,57.68,58.53,27
粤万年青,医疗服务,31.62,20.09,15.11,4.0,4.2,58.34,59.27,24
润达医疗,医疗服务,77.85,11.28,61.68,1.8,7.4,57.61,58.45,28
达嘉维康,医疗服务,28.11,7.0,51.2,4.0,7.0,57.2,57.99,33
嘉和美康,医疗服务,45.01,-0.4,41.97,2.8,5.4,57.03,57.8,35
迈普医学,医疗服务,25.55,4.92,17.06,1.2,5.0,57.47,58.29,30
南华生物,医疗服务,37.05,-515.98,74.11,4.0,7.4,5.58,0.0,41
诺泰生物,医疗服务,65.87,8.58,25.46,5.2,9.8,58.44,59.38,21
何氏眼科,医疗服务,60.16,7.84,16.43,2.2,8.4,58.29,59.21,25
光正眼科,医疗服务,34.63,-1.5,67.49,4.0,9.8,56.6,57.32,37
新里程,医疗服务,132.56,-122.53,80.97,5.2,7.0,48.7,48.44,40
创新医疗,医疗服务,40.6,-11.88,18.54,4.6,6.0,56.97,57.73,36
澳洋健康,医疗服务,29.94,-66.4,85.77,5.8,6.4,51.92,52.06,39
盈康生命,医疗服务,68.46,-16.81,25.94,6.4,7.6,57.05,57.81,34
美年健康,医疗服务,272.43,0.14,54.77,6.4,10.6,59.82,60.93,10
百花医药,医疗服务,27.61,-16.54,30.38,5.2,6.4,56.4,57.09,38
爱尔眼科,医疗服务,1825.57,20.46,37.63,7.0,7.4,86.98,91.45,2
通策医疗,医疗服务,364.41,25.61,29.59,7.6,6.4,62.52,63.97,6
华厦眼科,医疗服务,333.9,21.87,38.0,4.6,5.2,61.57,62.9,8
国际医学,医疗服务,198.95,0.1,51.51,6.4,7.0,58.8,59.79,17
大东方,医疗服务,42.82,11.1,44.2,6.4,10.4,58.01,58.9,26
普瑞眼科,医疗服务,148.57,8.4,36.93,5.8,5.8,58.87,59.86,16
迪安诊断,医疗服务,147.26,17.39,53.28,7.0,5.4,58.92,59.92,15
华康医疗,医疗服务,29.05,10.76,40.42,1.8,5.2,57.4,58.21,32
健麾信息,医疗服务,53.48,27.98,18.12,6.4,6.4,59.15,60.17,11
诺禾致源,医疗服务,104.49,9.85,39.15,6.4,5.0,58.36,59.29,22
三博脑科,医疗服务,112.77,8.16,29.12,4.0,7.4,58.67,59.64,19
健之佳,医药商业,76.3,26.26,66.51,7.0,5.8,43.96,51.21,5
一心堂,医药商业,158.24,14.56,46.44,7.6,7.0,38.89,42.78,9
大参林,医药商业,343.15,18.82,58.09,5.2,7.2,54.84,69.31,3
国药股份,医药商业,253.89,14.89,48.61,8.2,12.6,47.69,57.42,4
老百姓,医药商业,171.87,14.95,63.46,7.6,9.0,40.1,44.78,7
漱玉平民,医药商业,80.87,10.83,55.56,5.8,6.4,29.97,27.94,19
益丰药房,医药商业,407.24,13.86,53.85,6.4,11.2,57.8,74.23,2
瑞康医药,医药商业,54.92,-5.15,67.02,1.2,9.2,13.18,0.0,29
国药一致,医药商业,195.97,10.22,55.15,7.0,10.4,37.79,40.94,11
第一医药,医药商业,27.53,9.35,43.76,8.2,5.6,27.66,24.09,21
九州通,医药商业,270.83,10.65,68.85,5.2,3.8,39.88,44.42,8
药易购,医药商业,30.13,9.51,37.79,1.2,6.0,27.12,23.19,22
中国医药,医药商业,197.61,11.34,61.87,7.0,5.0,36.4,38.63,12
海王生物,医药商业,89.4,-2.26,81.67,4.6,10.2,17.93,7.9,26
华人健康,医药商业,70.8,12.29,53.78,4.0,7.4,31.37,30.26,15
上海医药,医药商业,738.44,10.13,63.03,7.6,9.6,73.29,100.0,1
嘉事堂,医药商业,41.07,10.64,63.31,5.2,9.0,29.05,26.39,20
人民同泰,医药商业,41.69,12.93,66.04,7.6,7.8,31.41,30.33,14
开开实业,医药商业,22.99,5.07,50.31,5.8,7.2,22.21,15.02,25
重药控股,医药商业,106.63,10.1,70.86,5.2,9.8,31.18,29.95,16
南京医药,医药商业,71.41,9.4,79.29,5.8,3.4,26.22,21.69,23
浙江震元,医药商业,27.67,6.42,35.52,4.6,7.6,25.02,19.69,24
鹭燕医药,医药商业,37.49,12.69,73.97,5.2,8.8,30.72,29.17,17
百洋医药,医药商业,115.57,21.62,58.13,5.2,7.2,42.45,48.7,6
英特集团,医药商业,63.94,10.54,72.51,5.8,11.0,30.7,29.15,18
泰恩康,医药商业,86.33,16.95,23.01,1.2,6.4,37.88,41.09,10
柳药集团,医药商业,75.13,13.89,62.42,7.0,6.6,33.17,33.26,13
ST天圣,医药商业,16.76,-6.54,30.57,5.2,5.8,15.04,3.1,28
塞力医疗,医药商业,21.57,0.91,51.7,0.8,6.8,15.99,4.67,27
海光信息,半导体,1471.07,0.61,37.15,5.8,9.0,38.49,47.85,3
伟测科技,半导体,115.29,14.17,39.49,5.2,8.0,27.94,32.34,88
唯捷创芯,半导体,285.86,-12.5,41.31,5.2,7.0,23.73,26.16,131
美芯晟,半导体,67.86,-1.07,17.44,4.6,6.2,25.93,29.38,119
芯海科技,半导体,49.12,12.76,22.3,5.8,8.0,28.25,32.8,78
安路科技,半导体,208.48,0.49,25.38,3.6,10.0,26.72,30.55,108
圣邦股份,半导体,425.27,24.14,19.7,7.6,4.2,32.27,38.71,16
龙芯中科,半导体,406.41,15.16,28.55,2.6,7.8,30.16,35.61,32
纳芯微,半导体,213.03,14.3,22.61,1.2,6.4,28.91,33.77,59
睿创微纳,半导体,209.92,17.17,18.97,7.6,6.2,29.83,35.12,41
晶升股份,半导体,62.32,15.31,25.82,4.0,5.4,28.28,32.85,76
瑞芯微,半导体,316.65,15.18,15.17,1.2,7.6,30.15,35.59,34
钜泉科技,半导体,53.8,22.82,21.06,4.6,6.8,29.96,35.31,38
思瑞浦,半导体,291.04,16.45,13.82,7.0,9.2,30.66,36.33,23
华海清科,半导体,337.72,-116.09,70.83,1.2,9.2,9.01,4.51,141
韦尔股份,半导体,1266.86,16.61,50.16,5.8,7.4,38.2,47.42,4
普冉股份,半导体,85.54,23.31,25.59,5.8,6.0,29.95,35.29,40
创耀科技,半导体,49.58,50.32,53.01,5.2,7.6,33.91,41.11,11
国科微,半导体,170.06,8.88,49.34,1.8,6.8,26.57,30.32,113
乐鑫科技,半导体,96.09,15.54,12.24,7.6,4.4,29.26,34.28,52
艾为电子,半导体,164.33,18.82,41.46,4.6,6.4,28.77,33.56,63
中微公司,半导体,895.52,9.07,25.12,0.8,11.8,34.12,41.43,10
富瀚微,半导体,127.41,12.6,17.54,5.2,7.2,28.66,33.39,68
赛微微电,半导体,33.75,22.42,19.57,4.6,5.6,29.8,35.08,42
寒武纪-U,半导体,700.75,-19.42,26.15,6.4,8.2,27.31,31.42,99
铖昌科技,半导体,133.76,28.57,12.97,5.2,8.0,31.81,38.03,18
中微半导,半导体,116.47,34.95,24.7,5.8,6.8,32.28,38.73,15
思特威-W,半导体,200.33,334.26,63.82,5.6,9.0,73.96,100.0,1
全志科技,半导体,165.93,9.53,15.72,5.2,6.6,28.33,32.92,73
富满微,半导体,85.81,11.32,33.94,4.6,4.8,27.24,31.32,101
澜起科技,半导体,648.1,18.65,7.38,2.2,7.4,33.69,40.79,12
臻镭科技,半导体,82.18,-8.7,13.97,5.2,7.0,24.98,27.99,127
汇顶科技,半导体,246.95,17.56,19.26,7.0,6.0,30.04,35.42,37
斯达半导,半导体,368.95,21.89,24.73,7.6,6.6,31.4,37.43,19
立昂微,半导体,260.32,12.65,50.58,5.2,8.4,28.01,32.44,86
士兰微,半导体,431.19,11.13,51.17,8.2,10.6,29.33,34.39,50
安凯微,半导体,53.9,7.88,29.21,4.6,9.2,27.14,31.16,105
晶合集成,半导体,392.0,-6.95,59.01,5.8,11.0,25.41,28.62,121
紫光国微,半导体,802.72,20.08,35.26,8.8,7.6,34.52,42.01,7
中颖电子,半导体,98.71,23.14,19.74,7.6,7.4,30.44,36.02,28
北方华创,半导体,1503.86,9.65,55.03,2.4,13.2,39.88,49.9,2
明微电子,半导体,53.14,24.4,16.46,0.8,5.2,30.24,35.73,29
兆易创新,半导体,761.08,16.73,15.81,8.2,6.8,34.2,41.55,9
华岭股份,半导体,28.17,14.74,20.53,4.0,9.0,28.65,33.39,69
芯朋微,半导体,73.23,15.05,13.97,1.4,7.4,28.96,33.85,57
杰华特,半导体,149.03,18.53,61.71,6.4,6.0,28.04,32.49,83
富创精密,半导体,186.73,6.69,43.33,5.2,8.6,26.79,30.64,107
慧智微-U,半导体,86.75,-48.97,35.52,4.0,4.8,16.37,15.34,139
华微电子,半导体,67.41,2.74,50.52,7.6,4.2,25.04,28.08,125
盈方微,半导体,52.26,-100.25,86.39,5.2,7.6,5.94,0.0,142
捷捷微电,半导体,139.18,13.31,22.61,5.8,6.8,28.57,33.26,71
上海贝岭,半导体,124.99,12.13,12.91,7.6,7.0,28.92,33.79,58
力芯微,半导体,56.62,17.47,19.23,0.8,7.4,29.05,33.97,56
恒玄科技,半导体,152.17,13.14,16.64,5.2,7.2,28.91,33.76,60
天岳先进,半导体,282.45,-26.69,41.65,2.6,5.8,20.89,21.97,134
长电科技,半导体,594.19,6.44,53.21,8.8,7.2,29.49,34.62,46
翱捷科技-U,半导体,321.26,-71.08,30.32,2.6,7.0,15.23,13.65,140
中芯集成-U,半导体,398.14,-31.51,58.27,0.8,8.8,20.56,21.49,136
台基股份,半导体,40.01,-1.49,13.94,5.2,6.2,26.01,29.5,117
苏州固锝,半导体,102.04,8.31,18.04,0.4,5.6,27.5,31.7,97
有研硅,半导体,185.77,17.51,23.3,5.2,8.2,29.61,34.79,44
华峰测控,半导体,206.65,23.8,10.77,5.8,6.6,31.34,37.33,20
博通集成,半导体,43.04,10.59,14.59,5.8,6.6,28.13,32.62,82
南芯科技,半导体,167.42,11.93,24.1,5.2,6.4,28.31,32.88,75
赛微电子,半导体,158.29,4.33,25.9,1.4,6.8,26.71,30.53,109
振华风光,半导体,193.9,30.48,50.07,6.4,7.6,30.99,36.83,22
晶晨股份,半导体,364.9,16.55,21.32,0.4,4.2,30.15,35.59,33
芯导科技,半导体,50.56,41.97,28.01,4.6,5.6,33.02,39.81,13
中船特气,半导体,207.64,21.5,33.04,6.8,9.0,30.17,35.62,31
力合微,半导体,40.9,10.07,24.22,4.0,8.6,27.64,31.89,94
康强电子,半导体,50.93,11.32,46.32,4.6,9.2,27.02,30.99,106
国民技术,半导体,80.48,-13.78,50.09,7.0,7.0,22.2,23.91,132
英集芯,半导体,69.8,23.21,16.8,5.8,5.0,30.22,35.69,30
清溢光电,半导体,52.51,8.49,20.65,5.8,8.4,27.64,31.9,93
宏微科技,半导体,86.15,9.78,44.31,0.4,8.2,26.69,30.51,110
华天科技,半导体,304.43,7.8,40.96,7.0,8.2,27.82,32.16,92
中科蓝讯,半导体,84.79,56.78,31.86,5.2,4.6,35.69,43.74,6
中科飞测-U,半导体,244.16,-37.98,42.52,5.8,5.8,18.78,18.87,137
扬杰科技,半导体,232.34,13.35,28.38,8.8,8.8,29.13,34.1,55
炬芯科技,半导体,38.63,13.27,17.59,4.0,6.4,28.33,32.91,74
芯源微,半导体,210.63,11.23,37.96,1.2,10.0,28.01,32.44,85
银河微电,半导体,32.69,11.65,27.91,5.2,6.4,27.55,31.77,96
燕东微,半导体,262.6,2.89,22.14,8.6,11.8,28.15,32.64,81
通富微电,半导体,334.88,4.28,56.9,1.4,8.4,26.57,30.33,112
新洁能,半导体,123.78,24.15,20.38,0.4,8.2,30.52,36.13,25
睿能科技,半导体,35.41,5.87,33.43,0.4,6.0,26.07,29.6,115
汇成股份,半导体,89.16,-22.93,48.75,4.6,8.2,20.59,21.54,135
德明利,半导体,81.2,24.7,47.59,4.6,5.4,29.22,34.22,53
晶丰明源,半导体,80.3,18.19,29.18,1.2,6.0,28.68,33.43,67
聚辰股份,半导体,87.65,17.85,8.87,1.2,5.6,29.64,34.84,43
帝奥微,半导体,75.61,12.88,8.27,5.8,4.6,28.85,33.68,61
中晶科技,半导体,38.74,17.73,25.79,4.6,6.6,28.76,33.54,64
颀中科技,半导体,156.48,6.24,32.66,5.8,9.4,27.16,31.19,104
炬光科技,半导体,89.01,1.65,19.0,0.8,7.2,26.36,30.02,114
电科芯片,半导体,164.6,22.63,31.77,5.8,6.8,29.96,35.3,39
润欣科技,半导体,41.88,5.19,33.34,4.6,5.0,26.02,29.52,116
江丰电子,半导体,170.68,11.45,47.08,4.6,7.0,27.25,31.33,100
龙迅股份,半导体,63.98,28.34,16.4,4.6,6.4,31.17,37.08,21
沪硅产业,半导体,567.64,0.71,37.65,2.4,10.0,28.78,33.58,62
航宇微,半导体,82.23,-3.97,22.57,1.4,7.6,25.19,28.3,124
广立微,半导体,145.04,12.89,26.3,4.0,6.8,28.26,32.8,77
卓胜微,半导体,660.63,36.43,11.38,3.0,6.4,36.65,45.14,5
易天股份,半导体,30.56,16.98,44.21,4.6,7.6,27.9,32.29,90
晶华微,半导体,28.29,48.28,26.45,4.6,7.2,34.24,41.6,8
朗科科技,半导体,72.28,6.57,9.1,0.8,2.4,27.46,31.63,98
富乐德,半导体,68.22,15.65,29.32,4.0,5.4,28.2,32.72,80
气派科技,半导体,25.66,7.64,45.58,4.6,6.4,25.99,29.48,118
天德钰,半导体,75.3,23.76,33.94,4.6,6.2,29.59,34.77,45
敏芯股份,半导体,28.68,16.68,11.11,6.4,6.8,29.37,34.45,48
利扬芯片,半导体,40.93,8.73,19.47,0.4,4.8,27.24,31.31,102
必易微,半导体,34.61,37.77,29.41,3.0,5.2,32.06,38.4,17
晓程科技,半导体,26.93,-3.42,15.53,4.0,5.4,25.43,28.65,120
神工股份,半导体,52.16,20.26,7.43,0.8,6.6,30.07,35.47,36
和林微纳,半导体,51.5,26.95,24.19,5.2,5.0,30.45,36.03,27
希荻微,半导体,83.18,-22.98,25.48,2.0,6.0,21.55,22.95,133
长光华芯,半导体,126.25,-5.77,36.46,5.8,9.2,24.66,27.51,128
北京君正,半导体,392.72,5.12,7.39,2.8,8.8,29.48,34.61,47
国芯科技,半导体,118.17,7.07,11.69,1.8,7.6,27.89,32.27,91
新相微,半导体,75.87,19.26,45.69,4.6,9.4,28.62,33.34,70
联动科技,半导体,50.66,24.08,22.32,5.2,6.0,30.08,35.48,35
冠石科技,半导体,29.05,23.75,40.32,6.4,4.2,29.13,34.1,54
峰岹科技,半导体,98.83,37.07,21.29,1.4,5.8,32.52,39.08,14
长川科技,半导体,254.9,11.34,31.23,7.0,8.0,28.56,33.26,72
裕太微-U,半导体,114.48,-35.49,42.46,5.2,6.4,18.56,18.55,138
东芯股份,半导体,145.94,1.02,18.89,5.2,7.2,26.62,30.4,111
晶方科技,半导体,143.9,9.78,12.98,7.6,8.4,28.72,33.49,65
拓荆科技,半导体,431.93,0.25,37.86,2.4,13.2,28.02,32.46,84
恒烁股份,半导体,50.33,9.09,26.28,4.6,6.4,27.2,31.25,103
华海诚科,半导体,70.5,16.69,50.83,5.2,5.8,27.62,31.87,95
东微半导,半导体,122.52,13.81,6.34,2.8,7.0,29.35,34.42,49
芯原股份,半导体,343.16,-7.14,40.57,6.4,8.2,25.34,28.53,122
大港股份,半导体,90.82,-4.42,36.02,4.0,7.2,24.45,27.21,129
派瑞股份,半导体,39.36,9.46,16.43,5.8,7.8,27.93,32.33,89
复旦微电,半导体,440.83,10.79,18.86,2.2,11.2,30.48,36.07,26
江波龙,半导体,367.57,7.46,26.99,5.8,7.8,28.69,33.45,66
阿石创,半导体,39.51,3.29,40.09,4.6,4.6,25.32,28.5,123
甬矽电子,半导体,130.94,0.18,73.27,5.0,8.6,24.37,27.1,130
源杰科技,半导体,161.07,14.66,13.46,4.6,6.6,29.31,34.35,51
佰维存储,半导体,291.16,-5.75,46.02,5.8,8.8,25.04,28.07,126
雷电微力,半导体,104.02,14.72,36.66,4.6,6.6,27.95,32.36,87
灿瑞科技,半导体,50.57,15.66,27.18,4.6,5.0,28.24,32.78,79
金海通,半导体,61.67,27.8,29.73,5.2,7.8,30.61,36.26,24
步 步 高,商业百货,51.49,-7.84,70.65,7.6,5.2,63.46,68.72,56
中央商场,商业百货,61.04,-12.67,92.42,5.2,6.0,62.46,67.52,58
王府井,商业百货,267.76,7.08,46.57,8.8,11.4,81.04,89.62,3
宁波中百,商业百货,24.11,19.61,49.96,4.6,8.2,66.91,72.82,31
翠微股份,商业百货,87.22,1.67,48.7,4.0,9.4,68.01,74.12,19
博士眼镜,商业百货,37.79,12.41,21.8,4.6,7.0,67.0,72.92,29
大连友谊,商业百货,21.03,-25.6,69.1,5.2,5.6,58.4,62.7,60
人人乐,商业百货,75.02,-47.91,79.04,1.2,8.6,54.85,58.49,61
江苏舜天,商业百货,25.04,-0.08,51.46,4.6,6.0,63.97,69.32,52
北京人力,商业百货,151.49,-2.85,27.79,7.6,6.8,71.06,77.75,9
汉商集团,商业百货,37.29,5.9,56.4,4.6,9.0,65.84,71.54,41
大商股份,商业百货,57.86,8.79,51.99,6.4,6.0,66.99,72.91,30
茂业商业,商业百货,77.07,11.03,62.98,5.8,7.2,68.23,74.39,17
新华百货,商业百货,34.52,4.77,68.38,0.8,2.2,63.92,69.26,53
深 赛 格,商业百货,84.95,2.05,58.14,4.0,9.8,67.79,73.86,23
海宁皮城,商业百货,67.08,3.66,32.17,5.2,9.4,67.59,73.62,25
浙商中拓,商业百货,61.6,20.68,74.02,6.4,9.0,68.56,74.78,14
*ST商城,商业百货,18.2,-188.84,106.73,5.2,5.4,5.66,0.0,63
轻纺城,商业百货,66.4,9.97,40.52,5.8,9.2,68.3,74.48,16
轻纺城,商业百货,66.4,9.97,40.52,5.8,9.2,68.3,74.48,15
美凯龙,商业百货,231.67,6.02,58.64,3.6,14.8,77.89,85.87,5
国光连锁,商业百货,60.36,10.74,54.57,4.0,6.4,67.28,73.26,27
合肥百货,商业百货,45.47,4.37,58.4,7.6,6.2,65.67,71.35,43
利群股份,商业百货,50.38,2.2,67.59,4.6,7.2,65.42,71.05,47
天虹股份,商业百货,77.61,7.92,70.8,1.4,10.0,67.79,73.86,22
银座股份,商业百货,33.23,-1.84,75.33,5.2,7.6,63.84,69.17,54
孩子王,商业百货,125.11,16.44,61.4,1.6,5.8,70.95,77.62,10
友阿股份,商业百货,50.19,3.21,53.33,5.8,7.8,66.03,71.78,40
丽人丽妆,商业百货,47.77,14.15,27.1,1.8,5.0,67.14,73.09,28
爱婴室,商业百货,24.14,12.57,45.69,1.2,4.4,65.38,71.0,48
杭州解百,商业百货,67.47,9.05,43.5,5.2,1.8,66.74,72.62,32
欧亚集团,商业百货,21.48,3.03,76.88,4.6,4.8,63.56,68.84,55
居然之家,商业百货,276.01,15.18,56.56,2.2,9.4,81.06,89.64,2
小商品城,商业百货,451.5,8.6,54.45,8.8,10.0,89.77,100.0,1
益民集团,商业百货,43.0,1.39,23.0,5.2,6.6,65.67,71.34,44
广百股份,商业百货,51.75,4.18,44.47,5.2,6.8,66.24,72.03,38
家家悦,商业百货,87.91,7.56,72.41,7.0,5.6,67.83,73.92,21
文峰股份,商业百货,52.67,3.92,30.78,5.2,6.4,66.41,72.22,35
新世界,商业百货,52.07,1.81,28.26,6.4,6.4,66.14,71.9,39
中百集团,商业百货,36.16,0.68,66.4,1.2,10.2,64.72,70.21,50
爱施德,商业百货,97.04,9.48,53.66,4.6,4.6,68.72,74.98,13
武商集团,商业百货,77.98,8.64,61.43,7.6,6.6,67.95,74.06,20
百大集团,商业百货,36.08,9.16,14.51,5.2,6.8,66.57,72.41,34
东百集团,商业百货,37.93,6.56,67.94,4.6,4.8,65.06,70.62,49
红旗连锁,商业百货,83.37,14.55,45.94,6.4,10.4,69.89,76.36,12
丽尚国潮,商业百货,44.31,18.48,49.8,4.6,7.0,67.62,73.66,24
三江购物,商业百货,75.47,4.4,32.97,5.8,8.4,68.02,74.14,18
徐家汇,商业百货,45.57,5.83,16.75,4.0,7.6,66.64,72.49,33
重庆百货,商业百货,144.44,15.96,61.63,7.0,10.0,73.17,80.26,7
上海九百,商业百货,29.14,6.1,8.39,5.8,4.4,65.47,71.11,46
汇嘉时代,商业百货,32.46,0.17,66.95,0.4,7.2,63.98,69.34,51
华联股份,商业百货,58.03,-0.76,40.16,5.8,5.4,65.64,71.31,45
南京新百,商业百货,115.5,4.02,31.37,5.2,8.6,70.26,76.8,11
南宁百货,商业百货,24.46,-4.94,48.78,5.8,7.0,63.39,68.63,57
富森美,商业百货,113.39,15.52,15.97,5.2,7.0,71.55,78.33,8
ST大集,商业百货,245.3,-5.72,47.97,4.0,6.0,75.23,82.72,6
通程控股,商业百货,33.97,5.55,38.03,5.2,7.4,65.75,71.44,42
友好集团,商业百货,23.7,-15.34,86.27,5.2,11.0,61.07,65.88,59
中兴商业,商业百货,33.01,7.55,33.36,6.4,8.8,66.31,72.1,37
ST易购,商业百货,195.51,-24.7,70.76,4.0,8.0,67.52,73.54,26
厦门信达,商业百货,45.46,-57.52,78.33,7.0,11.6,51.63,54.65,62
国芳集团,商业百货,47.62,6.25,34.04,5.8,5.8,66.36,72.17,36
永辉超市,商业百货,337.59,-7.16,69.55,4.6,9.2,80.2,88.62,4
奇德新材,塑料制品,20.48,14.52,19.71,0.8,5.0,48.8,65.21,45
普利特,塑料制品,140.1,6.83,44.81,5.8,5.4,59.44,81.15,2
新莱福,塑料制品,44.6,18.99,18.74,4.0,6.6,53.23,71.86,21
瑞华泰,塑料制品,41.89,8.24,47.9,5.2,9.4,48.17,64.28,50
洁特生物,塑料制品,24.77,17.98,18.19,1.2,5.6,50.58,67.89,32
天洋新材,塑料制品,38.9,5.12,43.78,7.0,3.2,46.02,61.05,68
东材科技,塑料制品,124.63,6.47,36.71,5.8,9.2,58.37,79.56,4
美联新材,塑料制品,80.01,11.73,42.16,1.8,6.4,53.67,72.52,20
永悦科技,塑料制品,32.32,1.28,7.33,1.2,7.0,45.22,59.86,71
天振股份,塑料制品,49.23,35.57,42.39,4.0,5.6,57.72,78.58,5
会通股份,塑料制品,49.37,7.68,68.98,4.0,6.0,47.49,63.26,57
浙江众成,塑料制品,46.47,6.2,39.56,0.8,7.2,47.56,63.36,56
艾艾精工,塑料制品,18.22,6.42,10.96,5.8,6.4,46.14,61.23,66
道恩股份,塑料制品,70.98,20.81,36.5,5.2,7.4,56.54,76.81,7
至正股份,塑料制品,27.45,-7.7,33.16,5.2,7.0,39.52,51.31,77
海象新材,塑料制品,32.95,27.54,45.47,5.8,7.0,54.05,73.08,15
鹿山新材,塑料制品,37.98,13.63,37.48,4.6,5.4,49.82,66.74,37
宏裕包材,塑料制品,11.89,18.38,52.04,2.0,7.0,48.68,65.04,47
三维股份,塑料制品,4.31,20.68,27.6,8.0,46.4,53.87,72.81,19
三维股份,塑料制品,4.31,20.68,27.6,8.0,46.4,53.87,72.81,17
三维股份,塑料制品,4.31,20.68,27.6,8.0,46.4,53.87,72.81,18
三维股份,塑料制品,4.31,20.68,27.6,8.0,46.4,53.87,72.81,16
三维股份,塑料制品,4.31,6.85,42.12,8.0,46.4,48.87,65.32,42
三维股份,塑料制品,4.31,6.85,42.12,8.0,46.4,48.87,65.32,44
三维股份,塑料制品,4.31,6.85,42.12,8.0,46.4,48.87,65.32,43
三维股份,塑料制品,4.31,6.85,42.12,8.0,46.4,48.87,65.32,41
利安隆,塑料制品,89.76,17.28,45.59,5.2,5.6,57.0,77.5,6
英科再生,塑料制品,44.71,17.3,32.77,4.6,5.8,52.12,70.19,26
斯迪克,塑料制品,86.69,13.59,61.48,5.8,7.6,54.89,74.34,11
金发科技,塑料制品,240.74,15.56,60.67,1.0,8.8,72.01,100.0,1
唯科科技,塑料制品,42.68,12.97,21.69,4.0,6.0,50.64,67.98,31
万盛股份,塑料制品,66.62,20.79,36.3,5.2,10.2,56.44,76.66,8
家联科技,塑料制品,34.58,16.64,52.9,5.2,8.2,50.46,67.71,33
茶花股份,塑料制品,23.82,2.03,11.32,4.6,9.0,44.99,59.5,72
国恩股份,塑料制品,66.75,19.82,46.69,7.0,11.4,56.01,76.01,9
派特尔,塑料制品,3.3,22.19,21.18,5.2,6.0,50.17,67.27,36
